V1	V2	semantics
underscore	01016618	communication
undersell	02356463	possession
undershoot	01984490	motion
undersign	00998964	communication
underspend	02272696	possession
understand	00590283	cognition
understate	00842804	communication
understock	02328710	possession
understudy	00606325	cognition
undertake	01654835	creation
undervalue	00697527	cognition
underwrite	00891261	communication
undo	01522610	contact
undock	02090218	motion
undrape	01342494	contact
undress	00049617	body
undulate	02043899	motion
unearth	02291395	possession
unfasten	01346975	contact
unfit	00302119	change
unfold	00294522	change
unfreeze	00376777	change
unfrock	02482154	social
unfurl	00436434	change
unhallow	00868726	communication
unhand	01477847	contact
unharness	01494543	contact
unhinge	01768023	emotion
unhitch	01331022	contact
unhook	01369024	contact
unhorse	01962311	motion
unicycle	01939705	motion
uniform	02336782	possession
uniformise	00553535	change
uniformize	00553535	change
unify	00368338	change
unionise	02440714	social
unionize	02440714	social
unite	02475258	social
unitise	02474216	social
unitize	02474216	social
universalise	01024749	communication
universalize	01024749	communication
unknot	01523477	contact
unlace	01287064	contact
unlade	01490749	contact
unlash	01306614	contact
unlax	00025647	body
unlearn	00600024	cognition
unleash	01478045	contact
unlive	02621353	stative
unload	01492094	contact
unlock	01351387	contact
unloose	02426474	social
unloosen	02426474	social
unmake	01622250	creation
unman	01787844	emotion
unmask	00937663	communication
unmuzzle	02346082	possession
unnerve	01787700	emotion
unpack	01488139	contact
unpick	01523477	contact
unpin	01371139	contact
unplug	01424071	contact
unravel	01523477	contact
unreel	01526308	contact
unroll	01526442	contact
unsaddle	01495233	contact
unsanctify	00581797	change
unsay	00800738	communication
unscramble	00538574	change
unscrew	01355231	contact
unseal	01356576	contact
unseat	02396792	social
unsettle	01787700	emotion
unsex	02320155	possession
unsheathe	01584334	contact
unsnarl	01466149	contact
unsolder	01302253	contact
unspell	01066718	communication
unstaple	01370159	contact
unstrain	00025647	body
unstrap	01292474	contact
unstring	01362006	contact
unstuff	01482312	contact
unsubstantialise	00548882	change
unsubstantialize	00548882	change
untangle	01588680	contact
unteach	00832009	communication
unthaw	00376777	change
untie	01287064	contact
untune	01793821	emotion
untwine	01520836	contact
untwist	01226072	contact
unveil	01486108	contact
unweave	01521954	contact
unwind	01526442	contact
unwire	01602146	contact
unwrap	01286874	contact
unyoke	01494017	contact
unzip	01344906	contact
up	00154774	change
upbraid	00827636	communication
upchuck	00076153	body
update	00170503	change
upend	01913672	motion
upgrade	00662522	cognition
upheave	01458717	contact
uphold	02685709	stative
upholster	02346812	possession
uplift	01815703	emotion
upload	02238680	possession
upraise	00098271	body
uprise	02630344	stative
uproot	02544219	social
upset	00522376	change
upstage	02521393	social
urbanise	00501136	change
urbanize	00500893	change
urge	00767694	communication
urge-on	00860463	communication
urinate	00072339	body
urticate	02125377	perception
use	01161188	consumption
use-up	01159815	consumption
usher	02004579	motion
usher-in	00350246	change
usher-out	00902491	communication
usurp	02279327	possession
utilise	01161188	consumption
utilize	01161188	consumption
utter	00942415	communication
vacate	02372031	social
vacation	02714581	stative
vaccinate	00086587	body
vacillate	02711906	stative
vacuum	01247417	contact
vacuum-clean	01247417	contact
vagabond	01885173	motion
valet	02546835	social
validate	02484290	social
valuate	00683348	cognition
value	00696992	cognition
vamoose	02014550	motion
vamp	01743426	creation
vamp-up	01743426	creation
vandalise	01523087	contact
vandalize	01523087	contact
vanish	00427911	change
vanquish	01104324	competition
vaporise	00577047	change
vaporize	01327970	contact
variegate	00582586	change
varnish	01271572	contact
vary	00122978	change
vascularise	00582748	change
vascularize	00582748	change
vasectomise	00061172	body
vasectomize	00061172	body
vaticinate	00928673	communication
vault	01970175	motion
vaunt	00884747	communication
veer	02037140	motion
vege-out	00026727	body
vegetate	02621633	stative
veil	01485877	contact
vein	01700245	creation
velcro	01346455	contact
vellicate	02124605	perception
vend	02307797	possession
veneer	01271788	contact
venerate	01782485	emotion
venesect	00083860	body
vent	00946580	communication
ventilate	00489706	change
venture	02378427	social
verbalise	00945313	communication
verbalize	00945313	communication
verbify	00555806	change
verdigris	00286074	change
verge	02709650	stative
verify	00666401	cognition
vermiculate	01681282	creation
vermilion	00536228	change
verse	01706373	creation
versify	01706373	creation
vesicate	00380445	change
vesiculate	00582115	change
vest	02391530	social
vesture	00048914	body
vet	02451369	social
veto	02478854	social
vex	01791774	emotion
vibrate	01895242	motion
victimise	02580280	social
victimize	02580280	social
victual	02337995	possession
videotape	01005094	communication
vie	01074673	competition
view	00692380	cognition
view-as	00695546	cognition
vilify	00849550	communication
vilipend	00857615	communication
vindicate	00897737	communication
vinify	00460069	change
violate	02674312	stative
virilise	00567646	change
virilize	00567646	change
visa	01000227	communication
visit	02498679	social
visualise	02155824	perception
visualize	01638974	creation
vitalise	00164911	change
vitalize	00164911	change
vitaminise	02347418	possession
vitaminize	02347418	possession
vitiate	02585532	social
vitrify	00538972	change
vitriol	02115854	perception
vituperate	00849550	communication
vivify	00024272	body
vivisect	01553185	contact
vocalise	01708095	creation
vocalize	00954214	communication
vociferate	00917218	communication
voice	00935365	communication
void	02483482	social
volatilise	00553330	change
volatilize	00553330	change
volley	02033337	motion
volunteer	00881623	communication
vomit	00076153	body
vomit-up	00076153	body
voodoo	00779436	communication
vote	02466737	social
vote-down	02479111	social
vote-in	02405779	social
vote-out	02479111	social
vouch	01017113	communication
vouchsafe	02260523	possession
vow	00888280	communication
vowelise	00985667	communication
vowelize	00985667	communication
voyage	01850262	motion
vroom	01048229	communication
vulcanise	00539123	change
vulcanize	00539123	change
vulgarise	00972247	communication
vulgarize	00972247	communication
wad	01486416	contact
waddle	01922796	motion
wade	01920207	motion
waffle	02646524	stative
waft	01878171	motion
wag	01902585	motion
wage	02381180	social
wager	01158153	competition
waggle	01902585	motion
wail	01048804	communication
wait	02644022	stative
wait-on	02546367	social
waitress	02418420	social
waive	02539728	social
wake	00020126	body
wake-up	00018806	body
waken	00018806	body
walk	01908923	motion
walk-about	01914958	motion
walk-around	01914958	motion
walk-away	02014079	motion
walk-in	02021001	motion
walk-off	02327429	possession
walk-on-air	01817635	emotion
walk-out	02417777	social
walk-out-of	02012878	motion
walk-over	01105078	competition
walk-through	01727314	creation
wall	01133033	competition
wall-in	01392596	contact
wall-up	01392596	contact
wallop	01418461	contact
wallow	01194507	consumption
wallpaper	01270676	contact
waltz	01899605	motion
waltz-around	01899605	motion
wamble	01875314	motion
wan	00087405	body
wander	01885173	motion
wane	00432779	change
wangle	02533097	social
wank	01433266	contact
want	01829179	emotion
wanton	02713983	stative
wanton-away	02713983	stative
war	01095583	competition
warble	01052768	communication
ward	01131763	competition
ward-off	02458770	social
ware	01160479	consumption
warehouse	02287210	possession
warm	00373903	change
warm-the-bench	02423129	social
warm-to	01809080	emotion
warm-up	02449262	social
warn	00871877	communication
warp	00837582	communication
warrant	00898453	communication
wash	01272763	contact
wash-away	00572350	change
wash-down	01169624	consumption
wash-off	00558763	change
wash-one's-hands	00904608	communication
wash-out	02600830	social
wash-up	00025027	body
wassail	02497032	social
waste	02273196	possession
waste-one's-time	02645690	stative
watch	02154940	perception
watch-out	02156396	perception
watch-over	02460829	social
water	00228662	change
water-wash	01272680	contact
water-down	00489237	change
water-ski	01944107	motion
watercolor	01700330	creation
watercolour	01700330	creation
waterproof	01357108	contact
wattle	01659182	creation
waul	01049135	communication
wave	01043287	communication
wave-off	00515017	change
waver	02646524	stative
wawl	01049135	communication
wax	01271290	contact
waylay	01140630	competition
weaken	00225327	change
wean	01189491	consumption
weaponize	00586031	change
wear	00052091	body
wear-away	01555172	contact
wear-down	00074774	body
wear-off	00470295	change
wear-on	00433129	change
wear-out	00074774	body
wear-round	01950267	motion
wear-ship	01950519	motion
wear-the-trousers	02607268	social
wear-thin	00470295	change
wear-upon	00074774	body
weary	00074774	body
weather	02713111	stative
weatherproof	00166653	change
weatherstrip	00496272	change
weave	01521557	contact
web	01676063	creation
wed	02494483	social
wedel	01942598	motion
wedge	01530857	contact
wee	00071765	body
wee-wee	00071765	body
weed	00313972	change
weed-out	02228412	possession
weekend	02713847	stative
weep	00065962	body
weigh	02710678	stative
weigh-anchor	01458828	contact
weigh-down	01818233	emotion
weigh-on	01818233	emotion
weigh-the-anchor	01458828	contact
weight	01489937	contact
weight-lift	01152836	competition
weight-down	01489937	contact
weightlift	01152836	competition
welch	02580147	social
welcome	02241988	possession
weld	01598751	contact
well	01995218	motion
well-out	02074394	motion
well-over	02076087	motion
well-up	02632486	stative
welsh	02580147	social
welt	01413739	contact
welter	02090509	motion
wench	01430439	contact
wend	01845289	motion
westernise	00524725	change
westernize	00524725	change
wet	00215377	change
wet-nurse	01188961	consumption
whack	01418461	contact
whale	01144364	competition
wham	01418461	contact
whang	01415202	contact
whap	01399742	contact
wharf	02336171	possession
wheedle	00770823	communication
wheel	02050024	motion
wheel-around	02050390	motion
wheelbarrow	01953438	motion
wheeze	00006697	body
whelk	01145613	competition
whelm	01813288	emotion
whelp	00058239	body
whet	02122017	perception
whicker	01061615	communication
whiff	02129497	perception
while-away	02715151	stative
whimper	00065796	body
whine	01843222	motion
whinny	01061615	communication
whip	01413739	contact
whip-through	02379373	social
whip-up	01669897	creation
whipsaw	02580033	social
whir	02193033	perception
whirl	02052840	motion
whirl-around	02051806	motion
whirligig	02051097	motion
whirlpool	02051599	motion
whirr	02193033	perception
whish	02182928	perception
whisk	02083926	motion
whisk-away	01437761	contact
whisk-by	02057753	motion
whisk-off	01437887	contact
whisker	02337169	possession
whisper	00917783	communication
whistle	02188072	perception
whistlestop	01097494	competition
white	00281071	change
white-out	00547478	change
white-out	01338004	contact
whiten	00281071	change
whiteout	01338004	contact
whitewash	02152539	perception
whittle	01555001	contact
whittle-away	01555172	contact
whittle-down	01555172	contact
whiz	02193033	perception
whizz	02193033	perception
whizz-along	02059445	motion
wholesale	02252008	possession
whomp	01419816	contact
whomp-up	01669897	creation
whoop	00916168	communication
whoop-it-up	02497032	social
whoosh	02073048	motion
whop	01418461	contact
whore	02586662	social
widen	00304246	change
widow	00360990	change
wield	02209346	possession
wiggle	01902275	motion
wigwag	01449743	contact
will	00748352	communication
wilt	00470725	change
win	01102556	competition
win-back	01113995	competition
win-over	00771598	communication
wince	02064997	motion
